Target Gene File	gene1	gene2	entrezid1	entrezid2	AMP/DEL	AMP/DEL	pval1	pval2	pval3
APC_wholegenome_results	401505	TOMM5	324	APC	Amplification	Deletion	7.42E-06	0.016350202	0.040423979
APC_wholegenome_results	9380	GRHPR	324	APC	Amplification	Deletion	8.22E-06	0.016350202	0.040423979
APC_wholegenome_results	80235	PIGZ	324	APC	Amplification	Deletion	1.38E-05	0.016350202	0.032209686
APC_wholegenome_results	4026	LPP	324	APC	Amplification	Deletion	2.28E-05	0.016350202	0.023925843
APC_wholegenome_results	6750	SST	324	APC	Amplification	Deletion	2.08E-05	0.016350202	0.046301595
APC_wholegenome_results	27240	SIT1	324	APC	Amplification	Deletion	5.62E-05	0.016350202	0.027248441
APC_wholegenome_results	100873941	OPA1-AS1	324	APC	Amplification	Deletion	7.81E-05	0.016350202	0.022362073
APC_wholegenome_results	100506710	EBLN3P	324	APC	Amplification	Deletion	5.46E-05	0.016350202	0.040423979
APC_wholegenome_results	51555	PEX5L	324	APC	Amplification	Deletion	0.000101051	0.016350202	0.021946771
APC_wholegenome_results	5010	CLDN11	324	APC	Amplification	Deletion	0.000119864	0.016350202	0.020376932
APC_wholegenome_results	3273	HRG	324	APC	Amplification	Deletion	0.000115606	0.016350202	0.023342202
APC_wholegenome_results	26998	FETUB	324	APC	Amplification	Deletion	0.000141313	0.016350202	0.023925843
APC_wholegenome_results	728262	FAM157A	324	APC	Amplification	Deletion	0.000165577	0.016350202	0.022824428
APC_wholegenome_results	26267	FBXO10	324	APC	Amplification	Deletion	0.000100798	0.016350202	0.040423979
APC_wholegenome_results	100505566	LINC00578	324	APC	Amplification	Deletion	0.000204011	0.016350202	0.022362073
APC_wholegenome_results	3827	KNG1	324	APC	Amplification	Deletion	0.000281802	0.016350202	0.023342202
APC_wholegenome_results	348840	ANKRD18DP	324	APC	Amplification	Deletion	0.000521196	0.016350202	0.022824428
APC_wholegenome_results	677802	SNORA14B	324	APC	Amplification	Deletion	0.000665858	0.015150547	0.023342202
APC_wholegenome_results	197	AHSG	324	APC	Amplification	Deletion	0.000395615	0.016350202	0.046301595
APC_wholegenome_results	344658	SAMD7	324	APC	Amplification	Deletion	0.000974663	0.016350202	0.020921335
APC_wholegenome_results	131540	ZDHHC19	324	APC	Amplification	Deletion	0.001294716	0.016350202	0.023342202
APC_wholegenome_results	100996490	LINC01206	324	APC	Amplification	Deletion	0.002000983	0.016350202	0.021946771
APC_wholegenome_results	257313	UTS2B	324	APC	Amplification	Deletion	0.001966227	0.016350202	0.023342202
APC_wholegenome_results	101928684	LINC01209	324	APC	Amplification	Deletion	0.003414791	0.016350202	0.022362073
APC_wholegenome_results	90113	VWA5B2	324	APC	Amplification	Deletion	0.003725507	0.016350202	0.022362073
APC_wholegenome_results	646962	HRCT1	324	APC	Amplification	Deletion	0.003258036	0.016350202	0.026224181
APC_wholegenome_results	730112	FAM166B	324	APC	Amplification	Deletion	0.003855803	0.016350202	0.027248441
APC_wholegenome_results	347689	SOX2-OT	324	APC	Amplification	Deletion	0.005883447	0.016350202	0.021946771
APC_wholegenome_results	401103	LINC01994	324	APC	Amplification	Deletion	0.006031484	0.016350202	0.021946771
APC_wholegenome_results	170572	HTR3C	324	APC	Amplification	Deletion	0.012609277	0.016350202	0.021231462
APC_wholegenome_results	8646	CHRD	324	APC	Amplification	Deletion	0.009396301	0.016350202	0.030010413
APC_wholegenome_results	57110	PLAAT1	324	APC	Amplification	Deletion	0.012839367	0.016350202	0.023342202
APC_wholegenome_results	344905	ATP13A5	324	APC	Amplification	Deletion	0.014003458	0.016350202	0.023342202
APC_wholegenome_results	1608	DGKG	324	APC	Amplification	Deletion	0.009111552	0.016350202	0.043819793
APC_wholegenome_results	100507057	MELTF-AS1	324	APC	Amplification	Deletion	0.020351519	0.016350202	0.023342202
APC_wholegenome_results	392307	FAM221B	324	APC	Amplification	Deletion	0.020879263	0.016350202	0.026224181
APC_wholegenome_results	647309	GMNC	324	APC	Amplification	Deletion	0.023548808	0.016350202	0.023342202
APC_wholegenome_results	101929106	LOC101929106	324	APC	Amplification	Deletion	0.027173251	0.016350202	0.023342202
APC_wholegenome_results	389177	TMEM212	324	APC	Amplification	Deletion	0.039213692	0.016350202	0.022362073
APC_wholegenome_results	324	APC	64393	ZMAT3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	200933	FBXO45	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	4241	MELTF	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	57552	NCEH1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	622	BDH1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	84248	FYTTD1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	344657	LRRIQ4	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	100507086	DLG1-AS1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	29880	ALG5	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	23200	ATP11B	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	5437	POLR2H	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	8626	TP63	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	5504	PPP1R2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	54965	PIGX	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	10188	TNK2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	4711	NDUFB5	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	6434	TRA2B	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	4976	OPA1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	54937	SOHLH2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	89890	KBTBD6	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	51726	DNAJB11	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	2308	FOXO1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	9804	TOMM20	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	8087	FXR1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	5290	PIK3CA	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	64778	FNDC3B	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1857	DVL3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	86	ACTL6A	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	56922	MCCC1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	23101	MCF2L2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	131118	DNAJC19	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	11193	WBP4	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	152006	RNF38	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	3280	HES1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	23527	ACAP2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	22916	NCBP2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55324	ABCF3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	8893	EIF2B5	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	9711	RUBCN	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	200931	SLC51A	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	220416	LRRC63	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	2119	ETV5	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	51193	ZNF639	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	100820709	LINC00501	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	79612	NAA16	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	90407	TMEM41A	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	80209	PROSER1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	160851	DGKH	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	101928684	LINC01209	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	57704	GBA2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	89782	LMLN	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1997	ELF1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	100506710	EBLN3P	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	5062	PAK2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	79269	DCAF10	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1181	CLCN2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	205564	SENP5	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	6498	SKIL	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	51742	ARID4B	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	7095	SEC62	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	6480	ST6GAL1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	26267	FBXO10	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	401505	TOMM5	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	10488	CREB3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1361	CPB2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	2049	EPHB3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	5708	PSMD2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1211	CLTA	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1894	ECT2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	84859	LRCH3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	5584	PRKCI	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	54165	DCUN1D1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55669	MFN1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	23091	ZC3H13	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	9076	CLDN1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	100507391	LINC01968	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	51569	UFM1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	59343	SENP2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1962	EHHADH	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	10644	IGF2BP2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	6461	SHB	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	7037	TFRC	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	57511	COG6	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	2963	GTF2F2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1739	DLG1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1981	EIF4G1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55892	MYNN	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	54800	KLHL24	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	23078	VWA8	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	728262	FAM157A	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	6165	RPL35A	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	10686	CLDN16	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	9380	GRHPR	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55689	YEATS2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	7016	TESK1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	9925	ZBTB5	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55486	PARL	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	29103	DNAJC15	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	57129	MRPL47	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	165918	RNF168	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55341	LSG1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	9827	RGP1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	151613	TTC14	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	79572	ATP13A3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	83548	COG3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	200958	MUC20	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55578	SUPT20H	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	79718	TBL1XR1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	102724550	LINC02015	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1173	AP2M1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	10020	GNE	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	152137	CCDC50	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	11215	AKAP11	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	80012	PHC3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	387921	NHLRC3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	57110	PLAAT1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	55425	GPALPP1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	10195	ALG3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	5130	PCYT1A	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	23355	VPS8	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	8848	TSC22D1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	26043	UBXN7	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	64110	MAGEF1	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	9175	MAP3K13	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	283507	SUGT1P3	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	1974	EIF4A2	Deletion	Amplification	0.028643356	0.015150547	0.033894854
APC_wholegenome_results	324	APC	727956	SDHAP2	Deletion	Amplification	0.028643356	0.015740324	0.033894854
APC_wholegenome_results	324	APC	692094	MSMP	Deletion	Amplification	0.028643356	0.015740324	0.033894854
APC_wholegenome_results	324	APC	116211	TM4SF19	Deletion	Amplification	0.028643356	0.015740324	0.033894854
APC_wholegenome_results	324	APC	84002	B3GNT5	Deletion	Amplification	0.028643356	0.015740324	0.033894854
APC_wholegenome_results	324	APC	8600	TNFSF11	Deletion	Amplification	0.028643356	0.015740324	0.033894854
APC_wholegenome_results	324	APC	100526761	CCDC169-SOHLH2	Deletion	Amplification	0.028643356	0.015740324	0.033894854
APC_wholegenome_results	324	APC	100874188	LINC00571	Deletion	Amplification	0.028643356	0.016042716	0.033894854
APC_wholegenome_results	324	APC	26998	FETUB	Deletion	Amplification	0.028643356	0.016042716	0.033894854
APC_wholegenome_results	27094	KCNMB3	324	APC	Amplification	Deletion	0.032241506	0.016350202	0.030010413
APC_wholegenome_results	324	APC	2814	GP5	Deletion	Amplification	0.028643356	0.016350202	0.033894854
APC_wholegenome_results	324	APC	23530	NNT	Deletion	Amplification	0.028643356	0.016350202	0.033894854
APC_wholegenome_results	324	APC	23143	LRCH1	Deletion	Amplification	0.028643356	0.016350202	0.033894854
APC_wholegenome_results	324	APC	100873941	OPA1-AS1	Deletion	Amplification	0.028643356	0.016350202	0.033894854
APC_wholegenome_results	324	APC	220082	CBY2	Deletion	Amplification	0.028643356	0.016350202	0.033894854
APC_wholegenome_results	324	APC	646982	LINC00598	Deletion	Amplification	0.028643356	0.016662855	0.033894854
APC_wholegenome_results	324	APC	101929212	SMIM2-AS1	Deletion	Amplification	0.028643356	0.016980746	0.033894854
APC_wholegenome_results	324	APC	647323	LINC02026	Deletion	Amplification	0.028643356	0.016980746	0.033894854
APC_wholegenome_results	324	APC	400120	SERTM1	Deletion	Amplification	0.028643356	0.016980746	0.033894854
