Target Gene File	gene1	gene2	entrezid1	entrezid2	AMP/DEL	AMP/DEL	pval1	pval2	pval3
BCL2_wholegenome_results	339290	LINC00667	596	BCL2	Deletion	Amplification	2.53E-03	0.003424489	0.033894854
BCL2_wholegenome_results	91133	L3MBTL4	596	BCL2	Deletion	Amplification	2.76E-03	0.003424489	0.016703404
BCL2_wholegenome_results	51299	NRN1	596	BCL2	Deletion	Amplification	3.08E-03	0.016205043	0.036713856
BCL2_wholegenome_results	6263	RYR3	596	BCL2	Deletion	Amplification	3.36E-03	0.016205043	0.026224181
BCL2_wholegenome_results	283683	LOC283683	596	BCL2	Deletion	Amplification	0.003754386	0.016205043	0.022824428
BCL2_wholegenome_results	23742	NPAP1	596	BCL2	Deletion	Amplification	4.03E-03	0.016205043	0.022824428
BCL2_wholegenome_results	400643	LINC00668	596	BCL2	Deletion	Amplification	4.64E-03	0.003424489	0.020136752
BCL2_wholegenome_results	10799	RPP40	596	BCL2	Deletion	Amplification	5.26E-03	0.016205043	0.036713856
BCL2_wholegenome_results	79822	ARHGAP28	596	BCL2	Deletion	Amplification	9.38E-03	0.003424489	0.016703404
BCL2_wholegenome_results	23136	EPB41L3	596	BCL2	Deletion	Amplification	1.29E-02	0.003424489	0.025347319
BCL2_wholegenome_results	114791	TUBGCP5	596	BCL2	Deletion	Amplification	2.19E-02	0.016205043	0.022824428
BCL2_wholegenome_results	8899	PRPF4B	596	BCL2	Deletion	Amplification	0.022670983	0.016205043	0.02991299
BCL2_wholegenome_results	101927950	LOC101927950	596	BCL2	Deletion	Amplification	3.12E-02	0.016205043	0.033894854
BCL2_wholegenome_results	3662	IRF4	596	BCL2	Deletion	Amplification	4.61E-02	0.016205043	0.028459737
BRAF_wholegenome_results	653720	GOLGA8M	673	BRAF	Deletion	Amplification	6.95E-12	0.016205043	0.022362073
BRAF_wholegenome_results	101059918	GOLGA8R	673	BRAF	Deletion	Amplification	4.71E-11	0.016205043	0.022362073
BRAF_wholegenome_results	440248	HERC2P9	673	BRAF	Deletion	Amplification	7.96E-11	1.62E-02	2.24E-02
BRAF_wholegenome_results	142913	CFL1P1	673	BRAF	Deletion	Amplification	1.44E-09	0.035735243	0.019172485
BRAF_wholegenome_results	54893	MTMR10	673	BRAF	Deletion	Amplification	1.59E-09	0.016205043	0.025347319
BRAF_wholegenome_results	84896	ATAD1	673	BRAF	Deletion	Amplification	7.92E-09	0.035735243	0.019517481
BRAF_wholegenome_results	321	APBA2	673	BRAF	Deletion	Amplification	1.55E-08	0.016205043	0.022362073
BRAF_wholegenome_results	100144748	KLLN	673	BRAF	Deletion	Amplification	1.37E-07	0.035735243	0.018480687
BRAF_wholegenome_results	728498	GOLGA8H	673	BRAF	Deletion	Amplification	1.55E-07	0.016205043	0.022362073
BRAF_wholegenome_results	8123	PWAR5	673	BRAF	Deletion	Amplification	1.93E-06	0.016205043	0.023342202
BRAF_wholegenome_results	653075	GOLGA8T	673	BRAF	Deletion	Amplification	2.99E-06	0.016205043	0.022362073
BRAF_wholegenome_results	653073	GOLGA8J	673	BRAF	Deletion	Amplification	4.66E-06	0.016205043	0.022362073
BRAF_wholegenome_results	145624	PWAR1	673	BRAF	Deletion	Amplification	4.68E-06	0.003706473	0.006397509
BRAF_wholegenome_results	10161	LPAR6	673	BRAF	Deletion	Amplification	1.36E-04	0.017604617	0.019708859
BRAF_wholegenome_results	1102	RCBTB2	673	BRAF	Deletion	Amplification	1.88E-04	0.017604617	0.019914717
BRAF_wholegenome_results	673	BRAF	157697	ERICH1	Amplification	Deletion	2.13E-04	0.003424489	0.011229887
BRAF_wholegenome_results	673	BRAF	5728	PTEN	Amplification	Deletion	2.13E-04	0.003424489	0.027991815
BRAF_wholegenome_results	673	BRAF	22881	ANKRD6	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	4521	NUDT1	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	55789	DEPDC1B	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	2055	CLN8	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	54893	MTMR10	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	101059918	GOLGA8R	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	653720	GOLGA8M	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	83700	JAM3	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	9639	ARHGEF10	Amplification	Deletion	2.13E-04	0.016205043	3.17E-02
BRAF_wholegenome_results	673	BRAF	84896	ATAD1	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	22997	IGSF9B	Amplification	Deletion	2.13E-04	0.016205043	0.031686389
BRAF_wholegenome_results	673	BRAF	9228	DLGAP2	Amplification	Deletion	2.13E-04	0.018343329	0.031686389
BRAF_wholegenome_results	673	BRAF	728498	GOLGA8H	Amplification	Deletion	2.13E-04	0.019109035	0.031686389
BRAF_wholegenome_results	673	BRAF	22909	FAN1	Amplification	Deletion	2.13E-04	0.020724656	0.031686389
BRAF_wholegenome_results	673	BRAF	9920	KBTBD11	Amplification	Deletion	2.13E-04	0.020724656	0.031686389
BRAF_wholegenome_results	673	BRAF	2632	GBE1	Amplification	Deletion	2.13E-04	0.022458092	0.031686389
BRAF_wholegenome_results	673	BRAF	9172	MYOM2	Amplification	Deletion	2.13E-04	0.023371128	0.031686389
BRAF_wholegenome_results	673	BRAF	8123	PWAR5	Amplification	Deletion	2.13E-04	0.023371128	0.031686389
BRAF_wholegenome_results	673	BRAF	142913	CFL1P1	Amplification	Deletion	2.13E-04	0.023371128	0.031686389
BRAF_wholegenome_results	673	BRAF	653073	GOLGA8J	Amplification	Deletion	0.000213445	0.024316215	0.031686389
BRAF_wholegenome_results	673	BRAF	635	BHMT	Amplification	Deletion	2.13E-04	0.026306147	0.031686389
BRAF_wholegenome_results	673	BRAF	100144748	KLLN	Amplification	Deletion	2.13E-04	0.027352838	0.031686389
BRAF_wholegenome_results	673	BRAF	5157	PDGFRL	Amplification	Deletion	2.13E-04	0.028435268	0.031686389
BRAF_wholegenome_results	673	BRAF	27034	ACAD8	Amplification	Deletion	2.13E-04	0.030711203	0.031686389
BRAF_wholegenome_results	673	BRAF	89838	ULK4P1	Amplification	Deletion	2.13E-04	0.039948925	0.031686389
BRAF_wholegenome_results	673	BRAF	8926	SNURF	Amplification	Deletion	2.13E-04	0.044576807	0.031686389
BRAF_wholegenome_results	673	BRAF	8926	SNURF	Amplification	Deletion	2.13E-04	0.044576807	0.031686389
BRAF_wholegenome_results	283768	GOLGA8G	673	BRAF	Deletion	Amplification	5.77E-04	0.016205043	0.022362073
BRAF_wholegenome_results	22909	FAN1	673	BRAF	Deletion	Amplification	0.000669124	0.016205043	0.025347319
BRAF_wholegenome_results	89838	ULK4P1	673	BRAF	Deletion	Amplification	1.92E-03	0.016205043	0.022362073
BRAF_wholegenome_results	23742	NPAP1	673	BRAF	Deletion	Amplification	4.03E-03	0.016205043	0.022824428
BRAF_wholegenome_results	7337	UBE3A	673	BRAF	Deletion	Amplification	4.65E-03	0.016205043	0.032209686
BRAF_wholegenome_results	100132565	GOLGA8F	673	BRAF	Deletion	Amplification	5.73E-03	0.016205043	0.022362073
BRAF_wholegenome_results	22987	SV2C	673	BRAF	Deletion	Amplification	3.05E-02	0.016205043	0.031686389
CDK4_wholegenome_results	10174	SORBS3	1019	CDK4	Deletion	Amplification	2.86E-17	0.003424489	0.004040985
CDK4_wholegenome_results	55124	PIWIL2	1019	CDK4	Deletion	Amplification	1.19E-14	0.003424489	0.0040752
CDK4_wholegenome_results	55909	BIN3	1019	CDK4	Deletion	Amplification	1.46E-12	0.003424489	0.003947752
CDK4_wholegenome_results	1019	CDK4	55124	PIWIL2	Amplification	Deletion	2.83E-09	0.003424489	0.008150972
CDK4_wholegenome_results	1019	CDK4	10174	SORBS3	Amplification	Deletion	2.83E-09	0.003706473	0.008150972
CDK4_wholegenome_results	1019	CDK4	55909	BIN3	Amplification	Deletion	2.83E-09	0.00400941	0.008150972
CDK4_wholegenome_results	1019	CDK4	57805	CCAR2	Amplification	Deletion	2.83E-09	0.00400941	0.008150972
CDK4_wholegenome_results	1019	CDK4	5533	PPP3CC	Amplification	Deletion	2.83E-09	0.004334658	0.008150972
CDK4_wholegenome_results	1019	CDK4	541565	C8orf58	Amplification	Deletion	2.83E-09	0.005057886	0.008150972
CDK4_wholegenome_results	1019	CDK4	83855	KLF16	Amplification	Deletion	2.83E-09	0.016205043	0.026224181
CDK4_wholegenome_results	1019	CDK4	9367	RAB9A	Amplification	Deletion	2.83E-09	0.016205043	0.026224181
CDK4_wholegenome_results	1019	CDK4	100288123	LOC100288123	Amplification	Deletion	2.83E-09	0.016205043	0.026224181
CDK4_wholegenome_results	1019	CDK4	84939	PWWP3A	Amplification	Deletion	2.83E-09	0.016205043	0.026224181
CDK4_wholegenome_results	1019	CDK4	57455	REXO1	Amplification	Deletion	2.83E-09	0.017604617	0.026224181
CDK4_wholegenome_results	1019	CDK4	2872	MKNK2	Amplification	Deletion	2.83E-09	0.019109035	0.026224181
CDK4_wholegenome_results	1019	CDK4	81926	ABHD17A	Amplification	Deletion	2.83E-09	0.022458092	0.026224181
CDK4_wholegenome_results	1019	CDK4	10975	UQCR11	Amplification	Deletion	2.83E-09	0.022458092	0.026224181
CDK4_wholegenome_results	1019	CDK4	55643	BTBD2	Amplification	Deletion	2.83E-09	0.028435268	0.026224181
CDK4_wholegenome_results	1019	CDK4	1455	CSNK1G2	Amplification	Deletion	2.83E-09	0.035735243	0.026224181
CDK4_wholegenome_results	1019	CDK4	170082	TCEANC	Amplification	Deletion	2.83E-09	0.0370956	0.026224181
CDK4_wholegenome_results	1019	CDK4	425054	VCX3B	Amplification	Deletion	2.83E-09	0.038499801	0.026224181
CDK4_wholegenome_results	100288123	LOC100288123	1019	CDK4	Deletion	Amplification	1.06E-07	0.016205043	0.02991299
CDK4_wholegenome_results	81926	ABHD17A	1019	CDK4	Deletion	Amplification	2.31E-07	0.016205043	0.028459737
CDK4_wholegenome_results	84939	PWWP3A	1019	CDK4	Deletion	Amplification	3.30E-07	0.016205043	0.027248441
CDK4_wholegenome_results	5533	PPP3CC	1019	CDK4	Deletion	Amplification	7.24E-07	0.003424489	0.004040985
CDK4_wholegenome_results	57455	REXO1	1019	CDK4	Deletion	Amplification	8.46E-06	0.016205043	0.02991299
CDK4_wholegenome_results	126520	PLK5	1019	CDK4	Deletion	Amplification	1.00E-05	0.016205043	0.028459737
CDK4_wholegenome_results	541565	C8orf58	1019	CDK4	Deletion	Amplification	1.05E-05	0.003424489	0.004040985
CDK4_wholegenome_results	54760	PCSK4	1019	CDK4	Deletion	Amplification	2.41E-05	0.016205043	0.028459737
CDK4_wholegenome_results	83855	KLF16	1019	CDK4	Deletion	Amplification	3.05E-05	0.016205043	0.02991299
CDK4_wholegenome_results	113179	ADAT3	1019	CDK4	Deletion	Amplification	6.34E-05	0.016205043	0.028459737
CDK4_wholegenome_results	2872	MKNK2	1019	CDK4	Deletion	Amplification	7.03E-05	0.016205043	0.031686389
CDK4_wholegenome_results	374291	NDUFS7	1019	CDK4	Deletion	Amplification	7.11E-05	0.016205043	0.02991299
CDK4_wholegenome_results	2593	GAMT	1019	CDK4	Deletion	Amplification	5.75E-04	0.016205043	0.02991299
CDK4_wholegenome_results	10975	UQCR11	1019	CDK4	Deletion	Amplification	1.17E-03	0.016205043	0.027248441
CDK4_wholegenome_results	399664	MEX3D	1019	CDK4	Deletion	Amplification	1.25E-03	0.016205043	0.027248441
CDK4_wholegenome_results	6929	TCF3	1019	CDK4	Deletion	Amplification	1.27E-03	0.016205043	0.027248441
CDK4_wholegenome_results	339366	ADAMTSL5	1019	CDK4	Deletion	Amplification	1.28E-03	0.016205043	0.028459737
CDK4_wholegenome_results	148229	ATP8B3	1019	CDK4	Deletion	Amplification	1.72E-03	0.016205043	0.02991299
CDK4_wholegenome_results	1943	EFNA2	1019	CDK4	Deletion	Amplification	1.84E-03	0.016205043	0.028459737
CDK4_wholegenome_results	1455	CSNK1G2	1019	CDK4	Deletion	Amplification	3.36E-03	0.016205043	0.028459737
CDK4_wholegenome_results	10297	APC2	1019	CDK4	Deletion	Amplification	4.53E-03	0.016205043	0.028459737
CDK4_wholegenome_results	1960	EGR3	1019	CDK4	Deletion	Amplification	7.97E-03	0.016205043	0.020107316
CDK4_wholegenome_results	57805	CCAR2	1019	CDK4	Deletion	Amplification	1.81E-02	0.003424489	0.004008413
CDK4_wholegenome_results	6209	RPS15	1019	CDK4	Deletion	Amplification	2.02E-02	0.016205043	0.028459737
EGFR_wholegenome_results	79007	DBNDD1	1956	EGFR	Deletion	Amplification	6.77E-15	0.020724656	0.019517481
EGFR_wholegenome_results	10381	TUBB3	1956	EGFR	Deletion	Amplification	2.42E-14	0.020724656	0.019517481
EGFR_wholegenome_results	100130015	URAHP	1956	EGFR	Deletion	Amplification	1.41E-13	0.020724656	0.019517481
EGFR_wholegenome_results	92806	CENPBD1	1956	EGFR	Deletion	Amplification	2.23E-13	0.020724656	0.019517481
EGFR_wholegenome_results	81620	CDT1	1956	EGFR	Deletion	Amplification	2.69E-13	0.020724656	0.020136752
EGFR_wholegenome_results	283860	LINC00304	1956	EGFR	Deletion	Amplification	4.25E-13	0.020724656	0.020136752
EGFR_wholegenome_results	84627	ZNF469	1956	EGFR	Deletion	Amplification	3.06E-12	0.020724656	0.020376932
EGFR_wholegenome_results	2175	FANCA	1956	EGFR	Deletion	Amplification	6.15E-12	0.020724656	0.019517481
EGFR_wholegenome_results	79791	FBXO31	1956	EGFR	Deletion	Amplification	1.00E-10	0.020724656	0.020376932
EGFR_wholegenome_results	8558	CDK10	1956	EGFR	Deletion	Amplification	1.38E-10	0.020724656	0.019517481
EGFR_wholegenome_results	92822	ZNF276	1956	EGFR	Deletion	Amplification	1.80E-10	0.020724656	0.019517481
EGFR_wholegenome_results	124045	SPATA33	1956	EGFR	Deletion	Amplification	9.58E-10	0.020724656	0.019517481
EGFR_wholegenome_results	441389	LINC01239	1956	EGFR	Deletion	Amplification	2.17E-09	0.016205043	0.022824428
EGFR_wholegenome_results	172	AFG3L1P	1956	EGFR	Deletion	Amplification	4.39E-09	0.020724656	0.019517481
EGFR_wholegenome_results	63951	DMRTA1	1956	EGFR	Deletion	Amplification	5.11E-09	0.016205043	0.021946771
EGFR_wholegenome_results	5119	CHMP1A	1956	EGFR	Deletion	Amplification	1.36E-08	0.020724656	0.019517481
EGFR_wholegenome_results	124044	SPATA2L	1956	EGFR	Deletion	Amplification	8.12E-07	0.020724656	0.019517481
EGFR_wholegenome_results	1956	EGFR	4507	MTAP	Amplification	Deletion	1.22E-06	0.007927774	0.006950509
EGFR_wholegenome_results	1956	EGFR	172	AFG3L1P	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	863	CBFA2T3	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	84735	CNDP1	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	100130015	URAHP	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	100287036	LOC100287036	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	4772	NFATC1	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	63951	DMRTA1	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	8558	CDK10	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	92822	ZNF276	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	283860	LINC00304	Amplification	Deletion	1.22E-06	0.016205043	0.023925843
EGFR_wholegenome_results	1956	EGFR	81620	CDT1	Amplification	Deletion	1.22E-06	0.016205043	0.033546937
EGFR_wholegenome_results	1956	EGFR	79791	FBXO31	Amplification	Deletion	1.22E-06	0.016205043	0.033546937
EGFR_wholegenome_results	1956	EGFR	92806	CENPBD1	Amplification	Deletion	1.22E-06	0.017604617	0.023925843
EGFR_wholegenome_results	1956	EGFR	9605	VPS9D1	Amplification	Deletion	1.22E-06	0.017604617	0.023925843
EGFR_wholegenome_results	1956	EGFR	10194	TSHZ1	Amplification	Deletion	1.22E-06	0.017604617	0.023925843
EGFR_wholegenome_results	1956	EGFR	115992	RNF166	Amplification	Deletion	1.22E-06	0.017604617	0.023925843
EGFR_wholegenome_results	1956	EGFR	2175	FANCA	Amplification	Deletion	1.22E-06	0.019109035	0.023925843
EGFR_wholegenome_results	1956	EGFR	125704	DIPK1C	Amplification	Deletion	1.22E-06	0.019109035	0.023925843
EGFR_wholegenome_results	1956	EGFR	54849	DEF8	Amplification	Deletion	1.22E-06	0.020724656	0.033546937
EGFR_wholegenome_results	1956	EGFR	1030	CDKN2B	Amplification	Deletion	1.22E-06	0.021618964	0.006950509
EGFR_wholegenome_results	1956	EGFR	197322	ACSF3	Amplification	Deletion	1.22E-06	0.022458092	0.023925843
EGFR_wholegenome_results	1956	EGFR	5144	PDE4D	Amplification	Deletion	1.22E-06	0.024316215	0.023925843
EGFR_wholegenome_results	1956	EGFR	1535	CYBA	Amplification	Deletion	1.22E-06	0.024316215	0.033546937
EGFR_wholegenome_results	1956	EGFR	284273	ZADH2	Amplification	Deletion	1.22E-06	0.024316215	0.046301595
EGFR_wholegenome_results	1956	EGFR	4157	MC1R	Amplification	Deletion	1.22E-06	0.028435268	0.023925843
EGFR_wholegenome_results	1956	EGFR	441389	LINC01239	Amplification	Deletion	1.22E-06	0.034417669	0.023925843
EGFR_wholegenome_results	1956	EGFR	390748	PABPN1L	Amplification	Deletion	1.22E-06	0.035735243	0.023925843
EGFR_wholegenome_results	1956	EGFR	54758	KLHDC4	Amplification	Deletion	1.22E-06	0.039948925	0.023925843
EGFR_wholegenome_results	1956	EGFR	84552	PARD6G	Amplification	Deletion	1.22E-06	0.041444063	0.023925843
EGFR_wholegenome_results	1956	EGFR	147381	CBLN2	Amplification	Deletion	1.22E-06	0.044576807	0.023925843
EGFR_wholegenome_results	1956	EGFR	750	GAS8-AS1	Amplification	Deletion	1.22E-06	0.047907016	0.023925843
EGFR_wholegenome_results	390748	PABPN1L	1956	EGFR	Deletion	Amplification	1.37E-06	0.020724656	0.020136752
EGFR_wholegenome_results	10907	TXNL4A	1956	EGFR	Deletion	Amplification	2.18E-06	0.020724656	0.027248441
EGFR_wholegenome_results	8140	SLC7A5	1956	EGFR	Deletion	Amplification	3.81E-06	0.020724656	0.020637558
EGFR_wholegenome_results	51693	TRAPPC2L	1956	EGFR	Deletion	Amplification	8.36E-06	0.020724656	0.020136752
EGFR_wholegenome_results	333929	SNAI3	1956	EGFR	Deletion	Amplification	1.82E-05	0.020724656	0.020136752
EGFR_wholegenome_results	146429	SLC22A31	1956	EGFR	Deletion	Amplification	2.22E-05	0.020724656	0.020136752
EGFR_wholegenome_results	54849	DEF8	1956	EGFR	Deletion	Amplification	3.93E-05	0.020724656	0.019517481
EGFR_wholegenome_results	115992	RNF166	1956	EGFR	Deletion	Amplification	5.05E-05	0.020724656	0.020136752
EGFR_wholegenome_results	80148	SLC66A2	1956	EGFR	Deletion	Amplification	8.15E-05	0.020724656	0.027248441
EGFR_wholegenome_results	100506070	RBFADN	1956	EGFR	Deletion	Amplification	1.51E-04	0.020724656	0.027248441
EGFR_wholegenome_results	5144	PDE4D	1956	EGFR	Deletion	Amplification	1.85E-04	0.016205043	0.022362073
EGFR_wholegenome_results	1102	RCBTB2	1956	EGFR	Deletion	Amplification	1.88E-04	0.016205043	0.019914717
EGFR_wholegenome_results	27132	CPNE7	1956	EGFR	Deletion	Amplification	3.03E-04	0.020724656	0.019517481
EGFR_wholegenome_results	1800	DPEP1	1956	EGFR	Deletion	Amplification	3.32E-04	0.020724656	0.019517481
EGFR_wholegenome_results	4157	MC1R	1956	EGFR	Deletion	Amplification	3.59E-04	0.020724656	0.019517481
EGFR_wholegenome_results	147381	CBLN2	1956	EGFR	Deletion	Amplification	5.64E-04	0.020724656	0.028459737
EGFR_wholegenome_results	100287036	LOC100287036	1956	EGFR	Deletion	Amplification	7.46E-04	0.020724656	0.019517481
EGFR_wholegenome_results	353	APRT	1956	EGFR	Deletion	Amplification	7.67E-04	0.020724656	0.020136752
EGFR_wholegenome_results	2588	GALNS	1956	EGFR	Deletion	Amplification	1.03E-03	0.020724656	0.020136752
EGFR_wholegenome_results	9605	VPS9D1	1956	EGFR	Deletion	Amplification	0.00107492	0.020724656	0.019517481
EGFR_wholegenome_results	4772	NFATC1	1956	EGFR	Deletion	Amplification	1.13E-03	0.020724656	0.027248441
EGFR_wholegenome_results	750	GAS8-AS1	1956	EGFR	Deletion	Amplification	2.21E-03	0.020724656	0.019517481
EGFR_wholegenome_results	84735	CNDP1	1956	EGFR	Deletion	Amplification	2.87E-03	0.020724656	0.02991299
EGFR_wholegenome_results	374868	ATP9B	1956	EGFR	Deletion	Amplification	4.99E-03	0.020724656	0.027248441
EGFR_wholegenome_results	100506581	C16orf95	1956	EGFR	Deletion	Amplification	6.02E-03	0.020724656	0.020376932
EGFR_wholegenome_results	64478	CSMD1	1956	EGFR	Deletion	Amplification	0.0089156	0.016205043	0.016111194
EGFR_wholegenome_results	1013	CDH15	1956	EGFR	Deletion	Amplification	9.24E-03	0.020724656	0.020136752
EGFR_wholegenome_results	10194	TSHZ1	1956	EGFR	Deletion	Amplification	9.53E-03	0.020724656	0.028459737
EGFR_wholegenome_results	29123	ANKRD11	1956	EGFR	Deletion	Amplification	1.18E-02	0.020724656	0.02396768
EGFR_wholegenome_results	100505817	LINC02582	1956	EGFR	Deletion	Amplification	1.19E-02	0.020724656	0.028459737
EGFR_wholegenome_results	22850	ADNP2	1956	EGFR	Deletion	Amplification	1.22E-02	0.020724656	0.027248441
